fname,colid,fs,alpha,k
v15_175.csv,1,5,0.7940000000000006,1
v15_175.csv,2,1,0.1220000000000001,1
v15_175.csv,2,2,0.21600000000000016,1
v15_175.csv,2,3,0.5420000000000004,1
v15_175.csv,2,4,0.6500000000000005,1
v15_175.csv,2,5,0.7160000000000005,1
v15_176.csv,0,1,0.001,1
v15_176.csv,0,2,0.001,1
v15_176.csv,0,3,0.004,1
v15_176.csv,0,4,0.06500000000000004,1
v15_176.csv,0,5,0.11900000000000009,1
v15_176.csv,1,1,0.028000000000000018,1
v15_176.csv,1,2,0.05400000000000004,1
v15_176.csv,1,3,0.19500000000000015,1
v15_176.csv,1,4,0.3180000000000002,1
v15_176.csv,1,5,0.4210000000000003,1
v15_176.csv,2,1,0.04300000000000003,1
v15_176.csv,2,2,0.08200000000000006,1
v15_176.csv,2,3,0.2770000000000002,1
v15_176.csv,2,4,0.3750000000000003,1
v15_176.csv,2,5,0.47100000000000036,1
v15_177.csv,0,1,0.001,1
v15_177.csv,0,2,0.001,1
v15_177.csv,0,3,0.004,1
v15_177.csv,0,4,0.06700000000000005,1
v15_177.csv,0,5,0.1230000000000001,1
v15_177.csv,1,1,0.04000000000000003,1
v15_177.csv,1,2,0.07700000000000005,1
v15_177.csv,1,3,0.2620000000000002,1
v15_177.csv,1,4,0.35700000000000026,1
v15_177.csv,1,5,0.4310000000000003,1
v15_177.csv,2,1,0.05200000000000004,1
v15_177.csv,2,2,0.09700000000000007,1
v15_177.csv,2,3,0.3160000000000002,1
v15_177.csv,2,4,0.4200000000000003,1
v15_177.csv,2,5,0.4960000000000004,1
v15_178.csv,0,1,0.001,1
v15_178.csv,0,2,0.001,1
v15_178.csv,0,3,0.004,1
v15_178.csv,0,4,0.07200000000000005,1
v15_178.csv,0,5,0.1320000000000001,1
v15_178.csv,1,1,0.001,3
v15_178.csv,1,2,0.001,3
v15_178.csv,1,3,0.001,3
v15_178.csv,1,4,0.001,3
v15_178.csv,1,5,0.001,3
v15_178.csv,2,1,0.06600000000000004,1
v15_178.csv,2,2,0.1230000000000001,1
v15_178.csv,2,3,0.3760000000000003,1
v15_178.csv,2,4,0.4860000000000004,1
v15_178.csv,2,5,0.5620000000000004,1
v15_179.csv,0,1,0.001,1
v15_179.csv,0,2,0.001,1
v15_179.csv,0,3,0.004,1
v15_179.csv,0,4,0.06700000000000005,1
v15_179.csv,0,5,0.1220000000000001,1
v15_179.csv,1,1,0.04400000000000003,1
v15_179.csv,1,2,0.08200000000000006,1
v15_179.csv,1,3,0.2780000000000002,1
v15_179.csv,1,4,0.3760000000000003,1
v15_179.csv,1,5,0.45000000000000034,1
v15_179.csv,2,1,0.04000000000000003,1
v15_179.csv,2,2,0.07700000000000005,1
v15_179.csv,2,3,0.2620000000000002,1
v15_179.csv,2,4,0.35800000000000026,1
v15_179.csv,2,5,0.43300000000000033,1
v15_180.csv,0,1,0.001,1
v15_180.csv,0,2,0.001,1
v15_180.csv,0,3,0.004,1
v15_180.csv,0,4,0.05600000000000004,1
v15_180.csv,0,5,0.10300000000000008,1
v15_180.csv,1,1,0.001,1
v15_180.csv,1,2,0.001,1
v15_180.csv,1,3,0.011000000000000003,1
v15_180.csv,1,4,0.1330000000000001,1
v15_180.csv,1,5,0.22900000000000018,1
v15_180.csv,2,1,0.001,1
v15_180.csv,2,2,0.001,1
v15_180.csv,2,3,0.007,1
v15_180.csv,2,4,0.07400000000000005,1
v15_180.csv,2,5,0.1330000000000001,1
v15_180.csv,3,1,0.001,1
v15_180.csv,3,2,0.001,1
v15_180.csv,3,3,0.005,1
v15_180.csv,3,4,0.07500000000000005,1
v15_180.csv,3,5,0.1370000000000001,1
v15_181.csv,0,1,0.001,1
v15_181.csv,0,2,0.001,1
v15_181.csv,0,3,0.003,1
v15_181.csv,0,4,0.05400000000000004,1
v15_181.csv,0,5,0.10000000000000007,1
v15_181.csv,1,1,0.001,1
v15_181.csv,1,2,0.001,1
v15_181.csv,1,3,0.010000000000000002,1
v15_181.csv,1,4,0.11400000000000009,1
v15_181.csv,1,5,0.19900000000000015,1
v15_181.csv,2,1,0.001,1
v15_181.csv,2,2,0.001,1
v15_181.csv,2,3,0.007,1
v15_181.csv,2,4,0.08300000000000006,1
v15_181.csv,2,5,0.1480000000000001,1
v15_181.csv,3,1,0.001,1
v15_181.csv,3,2,0.001,1
v15_181.csv,3,3,0.004,1
v15_181.csv,3,4,0.06900000000000005,1
v15_181.csv,3,5,0.12600000000000008,1
v15_182.csv,0,1,0.001,1
v15_182.csv,0,2,0.001,1
v15_182.csv,0,3,0.004,1
v15_182.csv,0,4,0.05100000000000004,1
v15_182.csv,0,5,0.09300000000000007,1
v15_182.csv,1,1,0.001,1
v15_182.csv,1,2,0.001,1
