fname,colid,fs,alpha,k
Athletics_at_the_1994_Goodwill_Games_%E2%80%93_Results#39.csv,1,2,0.001,1
Athletics_at_the_1994_Goodwill_Games_%E2%80%93_Results#39.csv,1,3,0.001,1
Athletics_at_the_1994_Goodwill_Games_%E2%80%93_Results#39.csv,1,4,0.001,1
Athletics_at_the_1994_Goodwill_Games_%E2%80%93_Results#39.csv,1,5,0.001,1
1965_NSWRFL_season#1.csv,0,1,0.001,1
1965_NSWRFL_season#1.csv,0,2,0.001,1
1965_NSWRFL_season#1.csv,0,3,0.002,1
1965_NSWRFL_season#1.csv,0,4,0.048000000000000036,1
1965_NSWRFL_season#1.csv,0,5,0.09000000000000007,1
FIA_WTCC_Race_of_Russia#0.csv,2,1,0.001,1
FIA_WTCC_Race_of_Russia#0.csv,2,2,0.001,1
FIA_WTCC_Race_of_Russia#0.csv,2,3,0.001,1
FIA_WTCC_Race_of_Russia#0.csv,2,4,0.01800000000000001,1
FIA_WTCC_Race_of_Russia#0.csv,2,5,0.03400000000000002,1
FC_Barcelona#1.csv,0,1,0.001,2
FC_Barcelona#1.csv,0,2,0.001,2
FC_Barcelona#1.csv,0,3,0.012000000000000004,1
FC_Barcelona#1.csv,0,4,0.1550000000000001,2
FC_Barcelona#1.csv,0,5,0.2710000000000002,2
2009%E2%80%9310_KNVB_Cup#9.csv,0,1,0.001,2
2009%E2%80%9310_KNVB_Cup#9.csv,0,2,0.001,2
2009%E2%80%9310_KNVB_Cup#9.csv,0,3,0.003,2
2009%E2%80%9310_KNVB_Cup#9.csv,0,4,0.057000000000000044,2
2009%E2%80%9310_KNVB_Cup#9.csv,0,5,0.10600000000000008,2
United_States_House_of_Representatives_elections,_1952#Louisiana#33.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1952#Louisiana#33.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1952#Louisiana#33.csv,1,3,0.009000000000000001,1
United_States_House_of_Representatives_elections,_1952#Louisiana#33.csv,1,4,0.10200000000000008,1
United_States_House_of_Representatives_elections,_1952#Louisiana#33.csv,1,5,0.17900000000000013,1
2014_Newfoundland_and_Labrador_Scotties_Tournament_of_Hearts#10.csv,0,1,0.001,1
2014_Newfoundland_and_Labrador_Scotties_Tournament_of_Hearts#10.csv,0,2,0.001,1
2014_Newfoundland_and_Labrador_Scotties_Tournament_of_Hearts#10.csv,0,3,0.001,1
2014_Newfoundland_and_Labrador_Scotties_Tournament_of_Hearts#10.csv,0,4,0.001,1
2014_Newfoundland_and_Labrador_Scotties_Tournament_of_Hearts#10.csv,0,5,0.001,1
National_Register_of_Historic_Places_listings_in_Tennessee#Clay_County#15.csv,1,1,0.001,1
National_Register_of_Historic_Places_listings_in_Tennessee#Clay_County#15.csv,1,2,0.001,1
National_Register_of_Historic_Places_listings_in_Tennessee#Clay_County#15.csv,1,3,0.001,1
National_Register_of_Historic_Places_listings_in_Tennessee#Clay_County#15.csv,1,4,0.001,1
National_Register_of_Historic_Places_listings_in_Tennessee#Clay_County#15.csv,1,5,0.001,1
2014_Latvian_First_League#0.csv,1,1,0.001,1
2014_Latvian_First_League#0.csv,1,2,0.001,1
2014_Latvian_First_League#0.csv,1,3,0.002,1
2014_Latvian_First_League#0.csv,1,4,0.012000000000000004,1
2014_Latvian_First_League#0.csv,1,5,0.022000000000000013,1
2007_AFL_season#27.csv,0,1,0.011000000000000003,1
2007_AFL_season#27.csv,0,2,0.02100000000000001,1
2007_AFL_season#27.csv,0,3,0.17700000000000013,1
2007_AFL_season#27.csv,0,4,0.3070000000000002,1
2007_AFL_season#27.csv,0,5,0.4080000000000003,1
Kinniku_Banzuke#0.csv,0,1,0.001,1
Kinniku_Banzuke#0.csv,0,2,0.001,1
Kinniku_Banzuke#0.csv,0,3,0.002,1
Kinniku_Banzuke#0.csv,0,4,0.05100000000000004,1
Kinniku_Banzuke#0.csv,0,5,0.09600000000000007,1
Kinniku_Banzuke#0.csv,7,1,0.022000000000000013,1
Kinniku_Banzuke#0.csv,7,2,0.04200000000000003,1
Kinniku_Banzuke#0.csv,7,3,0.36800000000000027,1
Kinniku_Banzuke#0.csv,7,4,0.6130000000000004,1
Kinniku_Banzuke#0.csv,7,5,0.5840000000000004,2
1965_in_film#0.csv,1,1,0.001,1
1965_in_film#0.csv,1,2,0.001,1
1965_in_film#0.csv,1,3,0.026000000000000016,1
1965_in_film#0.csv,1,4,0.20900000000000016,1
1965_in_film#0.csv,1,5,0.33700000000000024,1
PokerStars_Caribbean_Adventure#1.csv,1,1,0.001,1
PokerStars_Caribbean_Adventure#1.csv,1,2,0.001,1
PokerStars_Caribbean_Adventure#1.csv,1,3,0.001,1
PokerStars_Caribbean_Adventure#1.csv,1,4,0.001,1
PokerStars_Caribbean_Adventure#1.csv,1,5,0.001,1
1954_Philadelphia_Eagles_season#2.csv,0,1,0.001,3
1954_Philadelphia_Eagles_season#2.csv,0,2,0.001,3
1954_Philadelphia_Eagles_season#2.csv,0,3,0.05300000000000004,3
1954_Philadelphia_Eagles_season#2.csv,0,4,0.2960000000000002,4
1954_Philadelphia_Eagles_season#2.csv,0,5,0.45200000000000035,4
Georgia_at_the_Rugby_World_Cup#5.csv,0,1,0.001,1
Georgia_at_the_Rugby_World_Cup#5.csv,0,2,0.001,1
Georgia_at_the_Rugby_World_Cup#5.csv,0,3,0.003,1
Georgia_at_the_Rugby_World_Cup#5.csv,0,4,0.11400000000000009,1
Georgia_at_the_Rugby_World_Cup#5.csv,0,5,0.20400000000000015,1
2012%E2%80%9313_UEFA_Europa_League#6.csv,0,1,0.001,1
2012%E2%80%9313_UEFA_Europa_League#6.csv,0,2,0.001,1
2012%E2%80%9313_UEFA_Europa_League#6.csv,0,3,0.005,1
2012%E2%80%9313_UEFA_Europa_League#6.csv,0,4,0.06800000000000005,1
2012%E2%80%9313_UEFA_Europa_League#6.csv,0,5,0.1240000000000001,1
United_States_House_of_Representatives_elections,_1940#33.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1940#33.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1940#33.csv,1,3,0.009000000000000001,1
United_States_House_of_Representatives_elections,_1940#33.csv,1,4,0.10100000000000008,1
United_States_House_of_Representatives_elections,_1940#33.csv,1,5,0.17700000000000013,1
1965%E2%80%9366_Football_League#5.csv,0,1,0.001,1
1965%E2%80%9366_Football_League#5.csv,0,2,0.001,1
1965%E2%80%9366_Football_League#5.csv,0,3,0.005,1
1965%E2%80%9366_Football_League#5.csv,0,4,0.07100000000000005,1
1965%E2%80%9366_Football_League#5.csv,0,5,0.1290000000000001,1
USB#0.7#5.csv,1,1,None,999
USB#0.7#5.csv,1,2,None,999
USB#0.7#5.csv,1,3,None,999
USB#0.7#5.csv,1,4,None,999
USB#0.7#5.csv,1,5,None,999
2011%E2%80%9312_VTB_United_League#8.csv,1,1,0.001,1
2011%E2%80%9312_VTB_United_League#8.csv,1,2,0.001,1
2011%E2%80%9312_VTB_United_League#8.csv,1,3,0.001,1
2011%E2%80%9312_VTB_United_League#8.csv,1,4,0.001,1
2011%E2%80%9312_VTB_United_League#8.csv,1,5,0.001,1
2007_in_Iraqi_football#9.csv,0,1,0.001,1
2007_in_Iraqi_football#9.csv,0,2,0.001,1
2007_in_Iraqi_football#9.csv,0,3,0.004,1
2007_in_Iraqi_football#9.csv,0,4,0.05000000000000004,1
2007_in_Iraqi_football#9.csv,0,5,0.09200000000000007,1
Tiffany_Scott#3.csv,0,1,0.9140000000000007,22
Tiffany_Scott#3.csv,0,2,0.9550000000000007,22
Tiffany_Scott#3.csv,0,3,0.9910000000000008,22
Tiffany_Scott#3.csv,0,4,0.9960000000000008,22
Tiffany_Scott#3.csv,0,5,0.9980000000000008,22
Hawaii_Rainbow_Warriors_football#1.csv,0,1,None,999
Hawaii_Rainbow_Warriors_football#1.csv,0,2,None,999
Hawaii_Rainbow_Warriors_football#1.csv,0,3,None,999
Hawaii_Rainbow_Warriors_football#1.csv,0,4,None,999
Hawaii_Rainbow_Warriors_football#1.csv,0,5,None,999
2005_Premier_League_speedway_season#0.csv,0,1,0.001,1
2005_Premier_League_speedway_season#0.csv,0,2,0.001,1
2005_Premier_League_speedway_season#0.csv,0,3,0.001,1
2005_Premier_League_speedway_season#0.csv,0,4,0.001,1
2005_Premier_League_speedway_season#0.csv,0,5,0.001,1
Chicago_%22L%22_rolling_stock#4000-series#1.csv,0,1,0.001,1
Chicago_%22L%22_rolling_stock#4000-series#1.csv,0,2,0.001,1
Chicago_%22L%22_rolling_stock#4000-series#1.csv,0,3,0.001,1
Chicago_%22L%22_rolling_stock#4000-series#1.csv,0,4,0.001,1
Chicago_%22L%22_rolling_stock#4000-series#1.csv,0,5,0.001,1
List_of_minor_planets:_342001%E2%80%93343000#342801.E2.80.93342900#9.csv,3,1,0.10500000000000008,1
List_of_minor_planets:_342001%E2%80%93343000#342801.E2.80.93342900#9.csv,3,2,0.18900000000000014,1
List_of_minor_planets:_342001%E2%80%93343000#342801.E2.80.93342900#9.csv,3,3,0.6020000000000004,1
List_of_minor_planets:_342001%E2%80%93343000#342801.E2.80.93342900#9.csv,3,4,0.7860000000000006,2
List_of_minor_planets:_342001%E2%80%93343000#342801.E2.80.93342900#9.csv,3,5,0.8530000000000006,2
Destination_X#2007#2.csv,1,1,None,999
Destination_X#2007#2.csv,1,2,None,999
Destination_X#2007#2.csv,1,3,None,999
Destination_X#2007#2.csv,1,4,None,999
Destination_X#2007#2.csv,1,5,None,999
International_cricket_in_2008%E2%80%9309#5.csv,0,1,0.008,1
International_cricket_in_2008%E2%80%9309#5.csv,0,2,0.015000000000000006,1
International_cricket_in_2008%E2%80%9309#5.csv,0,3,0.2630000000000002,1
International_cricket_in_2008%E2%80%9309#5.csv,0,4,0.4150000000000003,2
International_cricket_in_2008%E2%80%9309#5.csv,0,5,0.7370000000000005,2
List_of_Chicago_Cubs_team_records#40.csv,1,1,0.001,1
List_of_Chicago_Cubs_team_records#40.csv,1,2,0.001,1
List_of_Chicago_Cubs_team_records#40.csv,1,3,0.001,1
List_of_Chicago_Cubs_team_records#40.csv,1,4,0.009000000000000001,1
List_of_Chicago_Cubs_team_records#40.csv,1,5,0.017000000000000008,1
1989_VFL_draft#4.csv,1,1,0.001,1
1989_VFL_draft#4.csv,1,2,0.001,1
1989_VFL_draft#4.csv,1,3,0.001,1
1989_VFL_draft#4.csv,1,4,0.03100000000000002,1
1989_VFL_draft#4.csv,1,5,0.058000000000000045,1
New_York_Film_Critics_Circle_Award_for_Best_Actress#3.csv,1,1,0.02000000000000001,1
New_York_Film_Critics_Circle_Award_for_Best_Actress#3.csv,1,2,0.037000000000000026,1
New_York_Film_Critics_Circle_Award_for_Best_Actress#3.csv,1,3,0.16800000000000012,1
New_York_Film_Critics_Circle_Award_for_Best_Actress#3.csv,1,4,0.3100000000000002,1
New_York_Film_Critics_Circle_Award_for_Best_Actress#3.csv,1,5,0.4110000000000003,1
2011%E2%80%9312_NK_Maribor_season#4.csv,2,1,0.001,1
2011%E2%80%9312_NK_Maribor_season#4.csv,2,2,0.001,1
2011%E2%80%9312_NK_Maribor_season#4.csv,2,3,0.02100000000000001,1
2011%E2%80%9312_NK_Maribor_season#4.csv,2,4,0.1500000000000001,1
2011%E2%80%9312_NK_Maribor_season#4.csv,2,5,0.2490000000000002,1
Carol_Rodr%C3%ADguez#0.csv,2,1,0.001,1
Carol_Rodr%C3%ADguez#0.csv,2,2,0.001,1
Carol_Rodr%C3%ADguez#0.csv,2,3,0.023000000000000013,1
Carol_Rodr%C3%ADguez#0.csv,2,4,0.2840000000000002,1
Carol_Rodr%C3%ADguez#0.csv,2,5,0.43500000000000033,1
2015_Louisiana%E2%80%93Monroe_Warhawks_football_team#0.csv,2,1,0.001,1
2015_Louisiana%E2%80%93Monroe_Warhawks_football_team#0.csv,2,2,0.001,1
2015_Louisiana%E2%80%93Monroe_Warhawks_football_team#0.csv,2,3,0.002,1
2015_Louisiana%E2%80%93Monroe_Warhawks_football_team#0.csv,2,4,0.03200000000000002,1
2015_Louisiana%E2%80%93Monroe_Warhawks_football_team#0.csv,2,5,0.060000000000000046,1
Eurovision_Song_Contest_1972#1.csv,1,1,0.009000000000000001,1
Eurovision_Song_Contest_1972#1.csv,1,2,0.017000000000000008,1
Eurovision_Song_Contest_1972#1.csv,1,3,0.25000000000000017,1
Eurovision_Song_Contest_1972#1.csv,1,4,0.5340000000000004,1
Eurovision_Song_Contest_1972#1.csv,1,5,0.6700000000000005,2
USA_Today_All-USA_high_school_football_team_(1982%E2%80%9389)#1982_team#4.csv,0,1,0.001,1
USA_Today_All-USA_high_school_football_team_(1982%E2%80%9389)#1982_team#4.csv,0,2,0.001,1
USA_Today_All-USA_high_school_football_team_(1982%E2%80%9389)#1982_team#4.csv,0,3,0.002,1
USA_Today_All-USA_high_school_football_team_(1982%E2%80%9389)#1982_team#4.csv,0,4,0.03000000000000002,1
USA_Today_All-USA_high_school_football_team_(1982%E2%80%9389)#1982_team#4.csv,0,5,0.05600000000000004,1
Slow_Train_Coming#1.csv,1,1,None,999
Slow_Train_Coming#1.csv,1,2,None,999
Slow_Train_Coming#1.csv,1,3,None,999
Slow_Train_Coming#1.csv,1,4,None,999
Slow_Train_Coming#1.csv,1,5,None,999
Politics_and_Government_of_Buffalo,_New_York#1.csv,0,1,0.007,1
Politics_and_Government_of_Buffalo,_New_York#1.csv,0,2,0.014000000000000005,1
Politics_and_Government_of_Buffalo,_New_York#1.csv,0,3,0.21000000000000016,1
Politics_and_Government_of_Buffalo,_New_York#1.csv,0,4,0.46900000000000036,1
Politics_and_Government_of_Buffalo,_New_York#1.csv,0,5,0.6000000000000004,2
1995_African_Cup_of_Champions_Clubs#0.csv,0,1,0.001,1
1995_African_Cup_of_Champions_Clubs#0.csv,0,2,0.001,1
1995_African_Cup_of_Champions_Clubs#0.csv,0,3,0.001,1
1995_African_Cup_of_Champions_Clubs#0.csv,0,4,0.001,1
1995_African_Cup_of_Champions_Clubs#0.csv,0,5,0.001,1
United_States_House_of_Representatives_elections,_1898#Wisconsin#1.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1898#Wisconsin#1.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1898#Wisconsin#1.csv,1,3,0.001,1
United_States_House_of_Representatives_elections,_1898#Wisconsin#1.csv,1,4,0.001,1
United_States_House_of_Representatives_elections,_1898#Wisconsin#1.csv,1,5,0.001,1
Parliament_of_Greenland#1.csv,1,1,0.058000000000000045,14
Parliament_of_Greenland#1.csv,1,2,0.10900000000000008,14
Parliament_of_Greenland#1.csv,1,3,0.6530000000000005,17
Parliament_of_Greenland#1.csv,1,4,0.8840000000000007,18
Parliament_of_Greenland#1.csv,1,5,0.9290000000000007,20
Satsuki_Muramoto#1.csv,0,1,0.9950000000000008,20
Satsuki_Muramoto#1.csv,0,2,0.9980000000000008,20
Satsuki_Muramoto#1.csv,0,3,1.0000000000000007,20
Satsuki_Muramoto#1.csv,0,4,1.0000000000000007,20
Satsuki_Muramoto#1.csv,0,5,1.0000000000000007,20
List_of_communes_of_the_Province_of_Siena#0.csv,1,1,0.003,1
List_of_communes_of_the_Province_of_Siena#0.csv,1,2,0.005,1
List_of_communes_of_the_Province_of_Siena#0.csv,1,3,0.09700000000000007,1
List_of_communes_of_the_Province_of_Siena#0.csv,1,4,0.32900000000000024,1
List_of_communes_of_the_Province_of_Siena#0.csv,1,5,0.46900000000000036,1
2000_NASCAR_Busch_Series#9.csv,1,1,0.001,1
2000_NASCAR_Busch_Series#9.csv,1,2,0.001,1
2000_NASCAR_Busch_Series#9.csv,1,3,0.001,1
2000_NASCAR_Busch_Series#9.csv,1,4,0.001,1
2000_NASCAR_Busch_Series#9.csv,1,5,0.001,1
Truskmore#1.csv,2,1,0.001,1
Truskmore#1.csv,2,2,0.001,1
Truskmore#1.csv,2,3,0.001,1
Truskmore#1.csv,2,4,0.001,1
Truskmore#1.csv,2,5,0.001,1
1974%E2%80%9375_Phoenix_Suns_season#1.csv,0,1,0.001,1
1974%E2%80%9375_Phoenix_Suns_season#1.csv,0,2,0.001,1
1974%E2%80%9375_Phoenix_Suns_season#1.csv,0,3,0.001,1
1974%E2%80%9375_Phoenix_Suns_season#1.csv,0,4,0.001,1
1974%E2%80%9375_Phoenix_Suns_season#1.csv,0,5,0.001,1
Sumerian_Records_discography#4.csv,0,1,0.001,7
Sumerian_Records_discography#4.csv,0,2,0.001,7
Sumerian_Records_discography#4.csv,0,3,0.001,7
Sumerian_Records_discography#4.csv,0,4,0.001,7
Sumerian_Records_discography#4.csv,0,5,0.001,7
South_Korea_at_the_1956_Summer_Olympics#5.csv,0,1,0.001,1
South_Korea_at_the_1956_Summer_Olympics#5.csv,0,2,0.001,1
South_Korea_at_the_1956_Summer_Olympics#5.csv,0,3,0.001,1
South_Korea_at_the_1956_Summer_Olympics#5.csv,0,4,0.001,1
South_Korea_at_the_1956_Summer_Olympics#5.csv,0,5,0.001,1
Tamil_Nadu_Legislative_Assembly_election,_1996#0.csv,1,1,0.001,1
Tamil_Nadu_Legislative_Assembly_election,_1996#0.csv,1,2,0.001,1
Tamil_Nadu_Legislative_Assembly_election,_1996#0.csv,1,3,0.001,1
Tamil_Nadu_Legislative_Assembly_election,_1996#0.csv,1,4,0.001,1
Tamil_Nadu_Legislative_Assembly_election,_1996#0.csv,1,5,0.001,1
Hexicated_7-simplexes#Hexicantellated_7-simplex#11.csv,0,1,0.035000000000000024,2
Hexicated_7-simplexes#Hexicantellated_7-simplex#11.csv,0,2,0.06700000000000005,2
Hexicated_7-simplexes#Hexicantellated_7-simplex#11.csv,0,3,0.5170000000000003,3
Hexicated_7-simplexes#Hexicantellated_7-simplex#11.csv,0,4,0.7970000000000006,3
Hexicated_7-simplexes#Hexicantellated_7-simplex#11.csv,0,5,0.8720000000000007,3
List_of_OHA_Junior_A_standings#1966.E2.80.9367#7.csv,0,1,0.001,1
List_of_OHA_Junior_A_standings#1966.E2.80.9367#7.csv,0,2,0.001,1
List_of_OHA_Junior_A_standings#1966.E2.80.9367#7.csv,0,3,0.001,1
List_of_OHA_Junior_A_standings#1966.E2.80.9367#7.csv,0,4,0.001,1
List_of_OHA_Junior_A_standings#1966.E2.80.9367#7.csv,0,5,0.001,1
2009_Newcastle_Jets_W-League_season#0.csv,2,1,0.001,1
2009_Newcastle_Jets_W-League_season#0.csv,2,2,0.001,1
2009_Newcastle_Jets_W-League_season#0.csv,2,3,0.001,1
2009_Newcastle_Jets_W-League_season#0.csv,2,4,0.001,1
2009_Newcastle_Jets_W-League_season#0.csv,2,5,0.001,1
United_States_House_of_Representatives_elections,_1932#Utah#39.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1932#Utah#39.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1932#Utah#39.csv,1,3,0.001,1
United_States_House_of_Representatives_elections,_1932#Utah#39.csv,1,4,0.001,1
United_States_House_of_Representatives_elections,_1932#Utah#39.csv,1,5,0.001,1
Anglican_Diocese_of_New_Westminster#0.csv,1,1,0.02100000000000001,1
Anglican_Diocese_of_New_Westminster#0.csv,1,2,0.04100000000000003,1
Anglican_Diocese_of_New_Westminster#0.csv,1,3,0.18200000000000013,1
Anglican_Diocese_of_New_Westminster#0.csv,1,4,0.33000000000000024,1
Anglican_Diocese_of_New_Westminster#0.csv,1,5,0.43400000000000033,1
Vince_McMahon#0.csv,1,1,0.001,1
Vince_McMahon#0.csv,1,2,0.001,1
Vince_McMahon#0.csv,1,3,0.001,1
Vince_McMahon#0.csv,1,4,0.001,1
Vince_McMahon#0.csv,1,5,0.001,1
Eagan,_Minnesota#0.csv,1,1,0.001,1
Eagan,_Minnesota#0.csv,1,2,0.001,1
Eagan,_Minnesota#0.csv,1,3,0.023000000000000013,1
Eagan,_Minnesota#0.csv,1,4,0.20300000000000015,1
Eagan,_Minnesota#0.csv,1,5,0.32600000000000023,1
Uproar_Festival#2013_line-up#2.csv,1,1,0.001,1
Uproar_Festival#2013_line-up#2.csv,1,2,0.001,1
Uproar_Festival#2013_line-up#2.csv,1,3,0.010000000000000002,1
Uproar_Festival#2013_line-up#2.csv,1,4,0.19700000000000015,1
Uproar_Festival#2013_line-up#2.csv,1,5,0.32400000000000023,1
Ski_jumping#Technique#0.csv,2,1,0.001,1
Ski_jumping#Technique#0.csv,2,2,0.001,1
Ski_jumping#Technique#0.csv,2,3,0.001,1
Ski_jumping#Technique#0.csv,2,4,0.001,1
Ski_jumping#Technique#0.csv,2,5,0.002,1
2015_Baltimore_Orioles_season#11.csv,0,1,0.001,1
2015_Baltimore_Orioles_season#11.csv,0,2,0.001,1
2015_Baltimore_Orioles_season#11.csv,0,3,0.002,1
2015_Baltimore_Orioles_season#11.csv,0,4,0.028000000000000018,1
2015_Baltimore_Orioles_season#11.csv,0,5,0.05300000000000004,1
1985_Meath_Senior_Football_Championship#1.csv,0,1,0.001,1
1985_Meath_Senior_Football_Championship#1.csv,0,2,0.001,1
1985_Meath_Senior_Football_Championship#1.csv,0,3,0.008,1
1985_Meath_Senior_Football_Championship#1.csv,0,4,0.10400000000000008,1
1985_Meath_Senior_Football_Championship#1.csv,0,5,0.18200000000000013,1
2003_Montedio_Yamagata_season#1.csv,2,1,0.001,1
2003_Montedio_Yamagata_season#1.csv,2,2,0.001,1
2003_Montedio_Yamagata_season#1.csv,2,3,0.001,1
2003_Montedio_Yamagata_season#1.csv,2,4,0.001,1
2003_Montedio_Yamagata_season#1.csv,2,5,0.001,1
2014_Winter_Paralympics#0.csv,0,1,0.11400000000000009,6
2014_Winter_Paralympics#0.csv,0,2,0.20300000000000015,6
2014_Winter_Paralympics#0.csv,0,3,0.6190000000000004,7
2014_Winter_Paralympics#0.csv,0,4,0.7890000000000006,7
2014_Winter_Paralympics#0.csv,0,5,0.8570000000000007,7
Iraqi_governorate_elections,_2005#10.csv,0,1,0.001,1
Iraqi_governorate_elections,_2005#10.csv,0,2,0.001,1
Iraqi_governorate_elections,_2005#10.csv,0,3,0.001,1
Iraqi_governorate_elections,_2005#10.csv,0,4,0.016000000000000007,1
Iraqi_governorate_elections,_2005#10.csv,0,5,0.03000000000000002,1
List_of_tallest_buildings_in_Canada#1.csv,1,1,0.001,1
List_of_tallest_buildings_in_Canada#1.csv,1,2,0.001,1
List_of_tallest_buildings_in_Canada#1.csv,1,3,0.014000000000000005,1
List_of_tallest_buildings_in_Canada#1.csv,1,4,0.11900000000000009,1
List_of_tallest_buildings_in_Canada#1.csv,1,5,0.20400000000000015,1
2013%E2%80%9314_Segunda_Liga#5.csv,0,1,0.001,1
2013%E2%80%9314_Segunda_Liga#5.csv,0,2,0.001,1
2013%E2%80%9314_Segunda_Liga#5.csv,0,3,0.004,1
2013%E2%80%9314_Segunda_Liga#5.csv,0,4,0.059000000000000045,1
2013%E2%80%9314_Segunda_Liga#5.csv,0,5,0.10800000000000008,1
John_Klarner#0.csv,1,1,0.001,1
John_Klarner#0.csv,1,2,0.001,1
John_Klarner#0.csv,1,3,0.005,1
John_Klarner#0.csv,1,4,0.06300000000000004,1
John_Klarner#0.csv,1,5,0.11600000000000009,1
Tim_Brown_(figure_skater)#1.csv,0,1,None,999
Tim_Brown_(figure_skater)#1.csv,0,2,None,999
Tim_Brown_(figure_skater)#1.csv,0,3,None,999
Tim_Brown_(figure_skater)#1.csv,0,4,None,999
Tim_Brown_(figure_skater)#1.csv,0,5,None,999
1st_Lambda_Literary_Awards#1.csv,0,1,None,999
1st_Lambda_Literary_Awards#1.csv,0,2,None,999
1st_Lambda_Literary_Awards#1.csv,0,3,None,999
1st_Lambda_Literary_Awards#1.csv,0,4,None,999
1st_Lambda_Literary_Awards#1.csv,0,5,None,999
United_States_House_of_Representatives_elections,_1958#Kentucky#11.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1958#Kentucky#11.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1958#Kentucky#11.csv,1,3,0.001,1
United_States_House_of_Representatives_elections,_1958#Kentucky#11.csv,1,4,0.001,1
United_States_House_of_Representatives_elections,_1958#Kentucky#11.csv,1,5,0.001,1
2008_Galway_United_F.C._season#3.csv,2,1,0.001,1
2008_Galway_United_F.C._season#3.csv,2,2,0.001,1
2008_Galway_United_F.C._season#3.csv,2,3,0.002,1
2008_Galway_United_F.C._season#3.csv,2,4,0.016000000000000007,1
2008_Galway_United_F.C._season#3.csv,2,5,0.03000000000000002,1
Bah%C3%A1%27%C3%AD_House_of_Worship#3.csv,0,1,0.07700000000000005,2
Bah%C3%A1%27%C3%AD_House_of_Worship#3.csv,0,2,0.1420000000000001,2
Bah%C3%A1%27%C3%AD_House_of_Worship#3.csv,0,3,0.6730000000000005,4
Bah%C3%A1%27%C3%AD_House_of_Worship#3.csv,0,4,0.8930000000000007,4
Bah%C3%A1%27%C3%AD_House_of_Worship#3.csv,0,5,0.9350000000000007,4
IL_H%C3%B8dd#1.csv,1,1,0.001,1
IL_H%C3%B8dd#1.csv,1,2,0.001,1
IL_H%C3%B8dd#1.csv,1,3,0.001,1
IL_H%C3%B8dd#1.csv,1,4,0.016000000000000007,1
IL_H%C3%B8dd#1.csv,1,5,0.03100000000000002,1
2015%E2%80%9316_Orlando_Magic_season#6.csv,2,1,0.016000000000000007,3
2015%E2%80%9316_Orlando_Magic_season#6.csv,2,2,0.03100000000000002,3
2015%E2%80%9316_Orlando_Magic_season#6.csv,2,3,0.4280000000000003,3
2015%E2%80%9316_Orlando_Magic_season#6.csv,2,4,0.7740000000000006,5
2015%E2%80%9316_Orlando_Magic_season#6.csv,2,5,0.8600000000000007,5
2014_Kansas_City_Chiefs_season#4.csv,1,1,0.001,1
2014_Kansas_City_Chiefs_season#4.csv,1,2,0.001,1
2014_Kansas_City_Chiefs_season#4.csv,1,3,0.002,1
2014_Kansas_City_Chiefs_season#4.csv,1,4,0.02000000000000001,1
2014_Kansas_City_Chiefs_season#4.csv,1,5,0.03800000000000003,1
List_of_areas_in_the_United_States_National_Park_System#2.csv,0,1,0.001,1
List_of_areas_in_the_United_States_National_Park_System#2.csv,0,2,0.001,1
List_of_areas_in_the_United_States_National_Park_System#2.csv,0,3,0.001,1
List_of_areas_in_the_United_States_National_Park_System#2.csv,0,4,0.001,1
List_of_areas_in_the_United_States_National_Park_System#2.csv,0,5,0.001,1
Indian_cricket_team_records#8.csv,0,1,0.001,1
Indian_cricket_team_records#8.csv,0,2,0.001,1
Indian_cricket_team_records#8.csv,0,3,0.001,1
Indian_cricket_team_records#8.csv,0,4,0.001,1
Indian_cricket_team_records#8.csv,0,5,0.001,1
Whitecaps_FC_Prospects#0.csv,2,1,0.001,1
Whitecaps_FC_Prospects#0.csv,2,2,0.001,1
Whitecaps_FC_Prospects#0.csv,2,3,0.001,1
Whitecaps_FC_Prospects#0.csv,2,4,0.001,1
Whitecaps_FC_Prospects#0.csv,2,5,0.001,1
Chinadorai_Sabeeth#0.csv,0,1,0.33600000000000024,7
Chinadorai_Sabeeth#0.csv,0,2,0.5030000000000003,7
Chinadorai_Sabeeth#0.csv,0,3,0.9590000000000007,9
Chinadorai_Sabeeth#0.csv,0,4,0.9900000000000008,10
Chinadorai_Sabeeth#0.csv,0,5,0.9940000000000008,10
Sergei_Ponomarenko#1.csv,0,1,1.0000000000000007,27
Sergei_Ponomarenko#1.csv,0,2,1.0000000000000007,27
Sergei_Ponomarenko#1.csv,0,3,1.0000000000000007,27
Sergei_Ponomarenko#1.csv,0,4,1.0000000000000007,27
Sergei_Ponomarenko#1.csv,0,5,1.0000000000000007,27
United_States_House_of_Representatives_elections,_1930#Ohio#21.csv,1,1,0.02900000000000002,1
United_States_House_of_Representatives_elections,_1930#Ohio#21.csv,1,2,0.05600000000000004,1
