fname,colid,fs,alpha,k
1936%E2%80%9337_Polska_Liga_Hokejowa_season#0.csv,1,1,0.001,1
1936%E2%80%9337_Polska_Liga_Hokejowa_season#0.csv,1,2,0.001,1
1936%E2%80%9337_Polska_Liga_Hokejowa_season#0.csv,1,3,0.005,1
1936%E2%80%9337_Polska_Liga_Hokejowa_season#0.csv,1,4,0.06600000000000004,1
1936%E2%80%9337_Polska_Liga_Hokejowa_season#0.csv,1,5,0.12000000000000009,1
1893_Washington_Senators_season#0.csv,0,1,0.001,3
1893_Washington_Senators_season#0.csv,0,2,0.001,3
1893_Washington_Senators_season#0.csv,0,3,0.057000000000000044,3
1893_Washington_Senators_season#0.csv,0,4,0.46600000000000036,4
1893_Washington_Senators_season#0.csv,0,5,0.4040000000000003,5
Evolution_(Boyz_II_Men_album)#1.csv,0,1,0.011000000000000003,5
Evolution_(Boyz_II_Men_album)#1.csv,0,2,0.022000000000000013,5
Evolution_(Boyz_II_Men_album)#1.csv,0,3,0.33900000000000025,6
Evolution_(Boyz_II_Men_album)#1.csv,0,4,0.7050000000000005,7
Evolution_(Boyz_II_Men_album)#1.csv,0,5,0.7500000000000006,8
2010%E2%80%9311_Tottenham_Hotspur_F.C._season#3.csv,0,1,0.001,1
2010%E2%80%9311_Tottenham_Hotspur_F.C._season#3.csv,0,2,0.001,1
2010%E2%80%9311_Tottenham_Hotspur_F.C._season#3.csv,0,3,0.004,1
2010%E2%80%9311_Tottenham_Hotspur_F.C._season#3.csv,0,4,0.048000000000000036,1
2010%E2%80%9311_Tottenham_Hotspur_F.C._season#3.csv,0,5,0.08800000000000006,1
1968%E2%80%9369_Colchester_United_F.C._season#11.csv,0,1,0.03400000000000002,1
1968%E2%80%9369_Colchester_United_F.C._season#11.csv,0,2,0.06500000000000004,1
1968%E2%80%9369_Colchester_United_F.C._season#11.csv,0,3,0.2490000000000002,1
1968%E2%80%9369_Colchester_United_F.C._season#11.csv,0,4,0.36900000000000027,1
1968%E2%80%9369_Colchester_United_F.C._season#11.csv,0,5,0.45700000000000035,1
Japan_at_the_1988_Winter_Olympics#12.csv,0,1,0.001,1
Japan_at_the_1988_Winter_Olympics#12.csv,0,2,0.001,1
Japan_at_the_1988_Winter_Olympics#12.csv,0,3,0.001,1
Japan_at_the_1988_Winter_Olympics#12.csv,0,4,0.001,1
Japan_at_the_1988_Winter_Olympics#12.csv,0,5,0.001,1
1974%E2%80%9375_FA_Cup#3.csv,1,1,0.001,1
1974%E2%80%9375_FA_Cup#3.csv,1,2,0.001,1
1974%E2%80%9375_FA_Cup#3.csv,1,3,0.005,1
1974%E2%80%9375_FA_Cup#3.csv,1,4,0.07700000000000005,1
1974%E2%80%9375_FA_Cup#3.csv,1,5,0.1390000000000001,1
1974%E2%80%9375_FA_Cup#3.csv,3,1,0.001,1
1974%E2%80%9375_FA_Cup#3.csv,3,2,0.001,1
1974%E2%80%9375_FA_Cup#3.csv,3,3,0.005,1
1974%E2%80%9375_FA_Cup#3.csv,3,4,0.07900000000000006,1
1974%E2%80%9375_FA_Cup#3.csv,3,5,0.1420000000000001,1
2013_Liga_Indonesia_First_Division#9.csv,0,1,0.001,1
2013_Liga_Indonesia_First_Division#9.csv,0,2,0.001,1
2013_Liga_Indonesia_First_Division#9.csv,0,3,0.001,1
2013_Liga_Indonesia_First_Division#9.csv,0,4,0.001,1
2013_Liga_Indonesia_First_Division#9.csv,0,5,0.001,1
United_States_Senate_elections,_1904#2.csv,0,1,0.8560000000000006,24
United_States_Senate_elections,_1904#2.csv,0,2,0.7010000000000005,25
United_States_Senate_elections,_1904#2.csv,0,3,0.9920000000000008,25
United_States_Senate_elections,_1904#2.csv,0,4,0.9970000000000008,25
United_States_Senate_elections,_1904#2.csv,0,5,0.9980000000000008,25
Railroad_classes#Class_III#10.csv,0,1,0.001,1
Railroad_classes#Class_III#10.csv,0,2,0.001,1
Railroad_classes#Class_III#10.csv,0,3,0.001,1
Railroad_classes#Class_III#10.csv,0,4,0.005,1
Railroad_classes#Class_III#10.csv,0,5,0.009000000000000001,1
2012_Champions_League_Twenty20#5.csv,0,1,0.001,1
2012_Champions_League_Twenty20#5.csv,0,2,0.001,1
2012_Champions_League_Twenty20#5.csv,0,3,0.001,1
2012_Champions_League_Twenty20#5.csv,0,4,0.001,1
2012_Champions_League_Twenty20#5.csv,0,5,0.001,1
2004%E2%80%9305_Dallas_Mavericks_season#1.csv,0,1,0.001,2
2004%E2%80%9305_Dallas_Mavericks_season#1.csv,0,2,0.001,2
2004%E2%80%9305_Dallas_Mavericks_season#1.csv,0,3,0.001,2
2004%E2%80%9305_Dallas_Mavericks_season#1.csv,0,4,0.001,2
2004%E2%80%9305_Dallas_Mavericks_season#1.csv,0,5,0.001,2
Green-Rainbow_Party#0.csv,1,1,0.001,1
Green-Rainbow_Party#0.csv,1,2,0.001,1
Green-Rainbow_Party#0.csv,1,3,0.006,1
Green-Rainbow_Party#0.csv,1,4,0.058000000000000045,1
Green-Rainbow_Party#0.csv,1,5,0.10500000000000008,1
2000%E2%80%9301_Nemzeti_Bajnoks%C3%A1g_I#1.csv,1,1,0.001,1
2000%E2%80%9301_Nemzeti_Bajnoks%C3%A1g_I#1.csv,1,2,0.001,1
2000%E2%80%9301_Nemzeti_Bajnoks%C3%A1g_I#1.csv,1,3,0.006,1
2000%E2%80%9301_Nemzeti_Bajnoks%C3%A1g_I#1.csv,1,4,0.06700000000000005,1
2000%E2%80%9301_Nemzeti_Bajnoks%C3%A1g_I#1.csv,1,5,0.12000000000000009,1
United_States_House_of_Representatives_elections,_1958#Maine#35.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1958#Maine#35.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1958#Maine#35.csv,1,3,0.001,1
United_States_House_of_Representatives_elections,_1958#Maine#35.csv,1,4,0.001,1
United_States_House_of_Representatives_elections,_1958#Maine#35.csv,1,5,0.001,1
Eternal_Flame_(song)#Atomic_Kitten_version#10.csv,0,1,0.005,1
Eternal_Flame_(song)#Atomic_Kitten_version#10.csv,0,2,0.009000000000000001,1
Eternal_Flame_(song)#Atomic_Kitten_version#10.csv,0,3,0.16500000000000012,1
Eternal_Flame_(song)#Atomic_Kitten_version#10.csv,0,4,0.44300000000000034,1
Eternal_Flame_(song)#Atomic_Kitten_version#10.csv,0,5,0.5830000000000004,2
America%27s_Next_Top_Model#0.csv,2,1,0.001,1
America%27s_Next_Top_Model#0.csv,2,2,0.001,1
America%27s_Next_Top_Model#0.csv,2,3,0.001,1
America%27s_Next_Top_Model#0.csv,2,4,0.001,1
America%27s_Next_Top_Model#0.csv,2,5,0.001,1
Hombre_ten%C3%ADas_que_ser#0.csv,0,1,0.02000000000000001,1
Hombre_ten%C3%ADas_que_ser#0.csv,0,2,0.03800000000000003,1
Hombre_ten%C3%ADas_que_ser#0.csv,0,3,0.17100000000000012,1
Hombre_ten%C3%ADas_que_ser#0.csv,0,4,0.3170000000000002,1
Hombre_ten%C3%ADas_que_ser#0.csv,0,5,0.4190000000000003,1
Boehringer_Ingelheim#0.csv,0,1,0.001,1
Boehringer_Ingelheim#0.csv,0,2,0.001,1
Boehringer_Ingelheim#0.csv,0,3,0.001,1
Boehringer_Ingelheim#0.csv,0,4,0.001,1
Boehringer_Ingelheim#0.csv,0,5,0.001,1
United_States_House_of_Representatives_elections,_2002#Utah#5.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_2002#Utah#5.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_2002#Utah#5.csv,1,3,0.010000000000000002,1
United_States_House_of_Representatives_elections,_2002#Utah#5.csv,1,4,0.10900000000000008,1
United_States_House_of_Representatives_elections,_2002#Utah#5.csv,1,5,0.19000000000000014,1
List_of_Air_Fleets_of_the_Imperial_Japanese_Navy#13.csv,2,1,None,999
List_of_Air_Fleets_of_the_Imperial_Japanese_Navy#13.csv,2,2,None,999
List_of_Air_Fleets_of_the_Imperial_Japanese_Navy#13.csv,2,3,None,999
List_of_Air_Fleets_of_the_Imperial_Japanese_Navy#13.csv,2,4,None,999
List_of_Air_Fleets_of_the_Imperial_Japanese_Navy#13.csv,2,5,None,999
Ben_Anderson_(journalist)#0.csv,1,1,0.001,2
Ben_Anderson_(journalist)#0.csv,1,2,0.001,2
Ben_Anderson_(journalist)#0.csv,1,3,0.001,2
Ben_Anderson_(journalist)#0.csv,1,4,0.001,2
Ben_Anderson_(journalist)#0.csv,1,5,0.001,2
United_States_House_of_Representatives_elections,_1932#Oklahoma#6.csv,1,1,0.001,1
United_States_House_of_Representatives_elections,_1932#Oklahoma#6.csv,1,2,0.001,1
United_States_House_of_Representatives_elections,_1932#Oklahoma#6.csv,1,3,0.001,1
United_States_House_of_Representatives_elections,_1932#Oklahoma#6.csv,1,4,0.001,1
United_States_House_of_Representatives_elections,_1932#Oklahoma#6.csv,1,5,0.001,1
P._D._Q._Bach#Tromboon#2.csv,0,1,0.001,1
P._D._Q._Bach#Tromboon#2.csv,0,2,0.001,1
P._D._Q._Bach#Tromboon#2.csv,0,3,0.001,1
P._D._Q._Bach#Tromboon#2.csv,0,4,0.001,1
P._D._Q._Bach#Tromboon#2.csv,0,5,0.001,1
1989%E2%80%9390_French_Division_1#0.csv,1,1,0.001,1
1989%E2%80%9390_French_Division_1#0.csv,1,2,0.001,1
1989%E2%80%9390_French_Division_1#0.csv,1,3,0.06100000000000005,1
1989%E2%80%9390_French_Division_1#0.csv,1,4,0.33000000000000024,1
1989%E2%80%9390_French_Division_1#0.csv,1,5,0.48000000000000037,1
2009%E2%80%9310_UCI_Europe_Tour#0.csv,1,1,0.001,1
2009%E2%80%9310_UCI_Europe_Tour#0.csv,1,2,0.001,1
2009%E2%80%9310_UCI_Europe_Tour#0.csv,1,3,0.001,1
2009%E2%80%9310_UCI_Europe_Tour#0.csv,1,4,0.001,1
2009%E2%80%9310_UCI_Europe_Tour#0.csv,1,5,0.001,1
Texas_Tech_Red_Raiders_football,_1925%E2%80%9380#1961#36.csv,3,1,0.001,4
Texas_Tech_Red_Raiders_football,_1925%E2%80%9380#1961#36.csv,3,2,0.002,4
Texas_Tech_Red_Raiders_football,_1925%E2%80%9380#1961#36.csv,3,3,0.1530000000000001,4
Texas_Tech_Red_Raiders_football,_1925%E2%80%9380#1961#36.csv,3,4,0.36000000000000026,5
Texas_Tech_Red_Raiders_football,_1925%E2%80%9380#1961#36.csv,3,5,0.7460000000000006,5
Barry_Carl#5.csv,1,1,0.001,1
Barry_Carl#5.csv,1,2,0.001,1
Barry_Carl#5.csv,1,3,0.001,1
Barry_Carl#5.csv,1,4,0.001,1
Barry_Carl#5.csv,1,5,0.001,1
Sogo_shosha#0.csv,0,1,0.001,1
Sogo_shosha#0.csv,0,2,0.001,1
Sogo_shosha#0.csv,0,3,0.008,1
Sogo_shosha#0.csv,0,4,0.08100000000000006,1
Sogo_shosha#0.csv,0,5,0.1440000000000001,1
Peter_Lawrie#1.csv,2,1,0.001,1
Peter_Lawrie#1.csv,2,2,0.001,1
Peter_Lawrie#1.csv,2,3,0.001,1
Peter_Lawrie#1.csv,2,4,0.001,1
Peter_Lawrie#1.csv,2,5,0.001,1
Caribbean_Series#0.csv,0,1,0.007,1
Caribbean_Series#0.csv,0,2,0.013000000000000005,1
Caribbean_Series#0.csv,0,3,0.001,1
Caribbean_Series#0.csv,0,4,0.04300000000000003,1
Caribbean_Series#0.csv,0,5,0.08200000000000006,1
Matthew_Daddario#0.csv,1,1,0.001,1
Matthew_Daddario#0.csv,1,2,0.001,1
Matthew_Daddario#0.csv,1,3,0.04200000000000003,1
Matthew_Daddario#0.csv,1,4,0.3160000000000002,1
Matthew_Daddario#0.csv,1,5,0.44400000000000034,1
2013%E2%80%9314_La_Liga#5.csv,1,1,0.04000000000000003,1
2013%E2%80%9314_La_Liga#5.csv,1,2,0.07600000000000005,1
2013%E2%80%9314_La_Liga#5.csv,1,3,0.027000000000000017,1
2013%E2%80%9314_La_Liga#5.csv,1,4,0.4090000000000003,1
2013%E2%80%9314_La_Liga#5.csv,1,5,0.4980000000000004,1
1920%E2%80%9321_Italian_Football_Championship#17.csv,1,1,0.001,1
1920%E2%80%9321_Italian_Football_Championship#17.csv,1,2,0.001,1
1920%E2%80%9321_Italian_Football_Championship#17.csv,1,3,0.05200000000000004,1
1920%E2%80%9321_Italian_Football_Championship#17.csv,1,4,0.4080000000000003,1
1920%E2%80%9321_Italian_Football_Championship#17.csv,1,5,0.5700000000000004,1
Asim_Ferhatovi%C4%87_Hase_Stadium#1.csv,3,1,0.001,1
Asim_Ferhatovi%C4%87_Hase_Stadium#1.csv,3,2,0.001,1
Asim_Ferhatovi%C4%87_Hase_Stadium#1.csv,3,3,0.006,1
Asim_Ferhatovi%C4%87_Hase_Stadium#1.csv,3,4,0.08900000000000007,1
Asim_Ferhatovi%C4%87_Hase_Stadium#1.csv,3,5,0.1580000000000001,1
2015%E2%80%9316_A-League#11.csv,1,1,0.08000000000000006,1
2015%E2%80%9316_A-League#11.csv,1,2,0.1470000000000001,1
2015%E2%80%9316_A-League#11.csv,1,3,0.001,1
2015%E2%80%9316_A-League#11.csv,1,4,0.001,1
2015%E2%80%9316_A-League#11.csv,1,5,0.001,1
Paul_Gregory#0.csv,1,1,0.16000000000000011,6
Paul_Gregory#0.csv,1,2,0.2760000000000002,6
Paul_Gregory#0.csv,1,3,0.8980000000000007,7
Paul_Gregory#0.csv,1,4,0.9730000000000008,7
Paul_Gregory#0.csv,1,5,0.9850000000000008,7
Moree_Plains_Shire#0.csv,1,1,0.8850000000000007,25
Moree_Plains_Shire#0.csv,1,2,0.9390000000000007,26
Moree_Plains_Shire#0.csv,1,3,0.9880000000000008,26
Moree_Plains_Shire#0.csv,1,4,0.9950000000000008,26
Moree_Plains_Shire#0.csv,1,5,0.9970000000000008,26
1991%E2%80%9392_Toto_Cup_Leumit#3.csv,0,1,0.001,1
1991%E2%80%9392_Toto_Cup_Leumit#3.csv,0,2,0.001,1
1991%E2%80%9392_Toto_Cup_Leumit#3.csv,0,3,0.004,1
1991%E2%80%9392_Toto_Cup_Leumit#3.csv,0,4,0.057000000000000044,1
1991%E2%80%9392_Toto_Cup_Leumit#3.csv,0,5,0.10400000000000008,1
Sigma_Beta_Rho#0.csv,1,1,0.001,1
Sigma_Beta_Rho#0.csv,1,2,0.001,1
Sigma_Beta_Rho#0.csv,1,3,0.002,1
Sigma_Beta_Rho#0.csv,1,4,0.028000000000000018,1
Sigma_Beta_Rho#0.csv,1,5,0.05200000000000004,1
The_Citadel_Bulldogs_football,_1990%E2%80%9399#1991#9.csv,1,1,0.023000000000000013,5
The_Citadel_Bulldogs_football,_1990%E2%80%9399#1991#9.csv,1,2,0.04400000000000003,5
The_Citadel_Bulldogs_football,_1990%E2%80%9399#1991#9.csv,1,3,0.5000000000000003,5
The_Citadel_Bulldogs_football,_1990%E2%80%9399#1991#9.csv,1,4,0.7930000000000006,6
The_Citadel_Bulldogs_football,_1990%E2%80%9399#1991#9.csv,1,5,0.8710000000000007,6
1894_college_football_season#0.csv,0,1,0.001,1
1894_college_football_season#0.csv,0,2,0.002,1
1894_college_football_season#0.csv,0,3,0.12600000000000008,1
1894_college_football_season#0.csv,0,4,0.36900000000000027,1
1894_college_football_season#0.csv,0,5,0.5060000000000003,1
1924%E2%80%9325_Allsvenskan#2.csv,1,1,None,999
1924%E2%80%9325_Allsvenskan#2.csv,1,2,None,999
1924%E2%80%9325_Allsvenskan#2.csv,1,3,None,999
1924%E2%80%9325_Allsvenskan#2.csv,1,4,None,999
1924%E2%80%9325_Allsvenskan#2.csv,1,5,None,999
1924%E2%80%9325_Allsvenskan#2.csv,0,1,0.001,1
1924%E2%80%9325_Allsvenskan#2.csv,0,2,0.001,1
1924%E2%80%9325_Allsvenskan#2.csv,0,3,0.004,1
1924%E2%80%9325_Allsvenskan#2.csv,0,4,0.05100000000000004,1
1924%E2%80%9325_Allsvenskan#2.csv,0,5,0.09300000000000007,1
1924%E2%80%9325_Allsvenskan#2.csv,3,1,None,999
1924%E2%80%9325_Allsvenskan#2.csv,3,2,None,999
1924%E2%80%9325_Allsvenskan#2.csv,3,3,None,999
1924%E2%80%9325_Allsvenskan#2.csv,3,4,None,999
1924%E2%80%9325_Allsvenskan#2.csv,3,5,None,999
Power_Rangers#Power_Rangers_S.P.D.#0.csv,0,1,0.35500000000000026,22
Power_Rangers#Power_Rangers_S.P.D.#0.csv,0,2,0.5240000000000004,23
Power_Rangers#Power_Rangers_S.P.D.#0.csv,0,3,0.9430000000000007,23
Power_Rangers#Power_Rangers_S.P.D.#0.csv,0,4,0.9830000000000008,24
Power_Rangers#Power_Rangers_S.P.D.#0.csv,0,5,0.9900000000000008,24
Georgia_Bulldogs_football#0.csv,3,1,0.002,4
Georgia_Bulldogs_football#0.csv,3,2,0.004,4
Georgia_Bulldogs_football#0.csv,3,3,0.34800000000000025,4
Georgia_Bulldogs_football#0.csv,3,4,0.7280000000000005,5
Georgia_Bulldogs_football#0.csv,3,5,0.8260000000000006,5
Josef_Mart%C3%ADnez#0.csv,0,1,0.03800000000000003,6
Josef_Mart%C3%ADnez#0.csv,0,2,0.07300000000000005,6
Josef_Mart%C3%ADnez#0.csv,0,3,0.6460000000000005,7
Josef_Mart%C3%ADnez#0.csv,0,4,0.8850000000000007,7
Josef_Mart%C3%ADnez#0.csv,0,5,0.9150000000000007,8
Superbagn%C3%A8res#0.csv,5,1,0.001,1
Superbagn%C3%A8res#0.csv,5,2,0.001,1
Superbagn%C3%A8res#0.csv,5,3,0.001,1
Superbagn%C3%A8res#0.csv,5,4,0.001,1
Superbagn%C3%A8res#0.csv,5,5,0.001,1
Superbagn%C3%A8res#0.csv,6,1,0.001,1
Superbagn%C3%A8res#0.csv,6,2,0.001,1
Superbagn%C3%A8res#0.csv,6,3,0.001,1
Superbagn%C3%A8res#0.csv,6,4,0.001,1
Superbagn%C3%A8res#0.csv,6,5,0.001,1
Electoral_district_of_Geelong_West#0.csv,0,1,None,999
Electoral_district_of_Geelong_West#0.csv,0,2,None,999
Electoral_district_of_Geelong_West#0.csv,0,3,None,999
Electoral_district_of_Geelong_West#0.csv,0,4,None,999
Electoral_district_of_Geelong_West#0.csv,0,5,None,999
Sheldon_Bateau#1.csv,2,1,0.1590000000000001,7
Sheldon_Bateau#1.csv,2,2,0.2740000000000002,7
Sheldon_Bateau#1.csv,2,3,0.023000000000000013,9
Sheldon_Bateau#1.csv,2,4,0.9620000000000007,10
Sheldon_Bateau#1.csv,2,5,0.9820000000000008,10
Croatia_in_the_Eurovision_Song_Contest_2006#0.csv,1,1,0.001,7
Croatia_in_the_Eurovision_Song_Contest_2006#0.csv,1,2,0.001,5
Croatia_in_the_Eurovision_Song_Contest_2006#0.csv,1,3,0.03000000000000002,5
Croatia_in_the_Eurovision_Song_Contest_2006#0.csv,1,4,0.4190000000000003,6
Croatia_in_the_Eurovision_Song_Contest_2006#0.csv,1,5,0.7050000000000005,6
Sutherland_(UK_Parliament_constituency)#0.csv,2,1,0.5840000000000004,6
Sutherland_(UK_Parliament_constituency)#0.csv,2,2,0.7360000000000005,6
Sutherland_(UK_Parliament_constituency)#0.csv,2,3,0.9240000000000007,6
Sutherland_(UK_Parliament_constituency)#0.csv,2,4,0.9630000000000007,6
Sutherland_(UK_Parliament_constituency)#0.csv,2,5,0.9760000000000008,6
2011_Harvard_Crimson_football_team#0.csv,2,1,0.001,1
2011_Harvard_Crimson_football_team#0.csv,2,2,0.001,1
2011_Harvard_Crimson_football_team#0.csv,2,3,0.007,1
2011_Harvard_Crimson_football_team#0.csv,2,4,0.11300000000000009,1
2011_Harvard_Crimson_football_team#0.csv,2,5,0.19900000000000015,1
List_of_humanoid_alien_species#5.csv,0,1,None,999
List_of_humanoid_alien_species#5.csv,0,2,None,999
List_of_humanoid_alien_species#5.csv,0,3,None,999
List_of_humanoid_alien_species#5.csv,0,4,None,999
List_of_humanoid_alien_species#5.csv,0,5,None,999
1979_Toronto_Blue_Jays_season#7.csv,4,1,None,999
1979_Toronto_Blue_Jays_season#7.csv,4,2,None,999
1979_Toronto_Blue_Jays_season#7.csv,4,3,None,999
1979_Toronto_Blue_Jays_season#7.csv,4,4,None,999
1979_Toronto_Blue_Jays_season#7.csv,4,5,None,999
Tom_Robinson_Band#0.csv,1,1,0.1400000000000001,4
Tom_Robinson_Band#0.csv,1,2,0.2460000000000002,4
Tom_Robinson_Band#0.csv,1,3,0.8120000000000006,6
Tom_Robinson_Band#0.csv,1,4,0.9260000000000007,6
Tom_Robinson_Band#0.csv,1,5,0.9540000000000007,6
Midland_Regional_Hockey_Association#2.csv,2,1,0.001,1
Midland_Regional_Hockey_Association#2.csv,2,2,0.001,1
Midland_Regional_Hockey_Association#2.csv,2,3,0.05400000000000004,1
Midland_Regional_Hockey_Association#2.csv,2,4,0.35500000000000026,1
Midland_Regional_Hockey_Association#2.csv,2,5,0.5110000000000003,1
List_of_Walt_Disney_and_Buena_Vista_video_releases#Platinum_Editions#6.csv,0,1,0.001,1
List_of_Walt_Disney_and_Buena_Vista_video_releases#Platinum_Editions#6.csv,0,2,0.001,1
List_of_Walt_Disney_and_Buena_Vista_video_releases#Platinum_Editions#6.csv,0,3,0.02000000000000001,1
List_of_Walt_Disney_and_Buena_Vista_video_releases#Platinum_Editions#6.csv,0,4,0.18200000000000013,1
List_of_Walt_Disney_and_Buena_Vista_video_releases#Platinum_Editions#6.csv,0,5,0.2980000000000002,1
1890%E2%80%9391_Dumbarton_F.C._season#1.csv,2,1,0.001,1
1890%E2%80%9391_Dumbarton_F.C._season#1.csv,2,2,0.001,1
1890%E2%80%9391_Dumbarton_F.C._season#1.csv,2,3,0.006,1
1890%E2%80%9391_Dumbarton_F.C._season#1.csv,2,4,0.07500000000000005,1
1890%E2%80%9391_Dumbarton_F.C._season#1.csv,2,5,0.1360000000000001,1
Harry_Mattick#1.csv,0,1,0.9760000000000008,21
Harry_Mattick#1.csv,0,2,0.9880000000000008,21
Harry_Mattick#1.csv,0,3,0.9980000000000008,21
Harry_Mattick#1.csv,0,4,0.9990000000000008,21
Harry_Mattick#1.csv,0,5,1.0000000000000007,21
Luxembourg_railway_station#0.csv,2,1,0.016000000000000007,1
Luxembourg_railway_station#0.csv,2,2,0.03000000000000002,1
Luxembourg_railway_station#0.csv,2,3,0.4050000000000003,1
Luxembourg_railway_station#0.csv,2,4,0.7530000000000006,2
Luxembourg_railway_station#0.csv,2,5,0.8440000000000006,2
PGA_Tour#Player_and_rookie_of_the_year_awards#3.csv,1,1,0.001,1
PGA_Tour#Player_and_rookie_of_the_year_awards#3.csv,1,2,0.001,1
PGA_Tour#Player_and_rookie_of_the_year_awards#3.csv,1,3,0.001,1
PGA_Tour#Player_and_rookie_of_the_year_awards#3.csv,1,4,0.001,1
PGA_Tour#Player_and_rookie_of_the_year_awards#3.csv,1,5,0.001,1
Pilmore_Cup#6.csv,0,1,0.003,1
Pilmore_Cup#6.csv,0,2,0.006,1
Pilmore_Cup#6.csv,0,3,0.1220000000000001,1
Pilmore_Cup#6.csv,0,4,0.3770000000000003,1
Pilmore_Cup#6.csv,0,5,0.5030000000000003,1
Continuity_announcers_in_the_United_Kingdom#0.csv,0,1,0.001,1
Continuity_announcers_in_the_United_Kingdom#0.csv,0,2,0.001,1
Continuity_announcers_in_the_United_Kingdom#0.csv,0,3,0.001,1
Continuity_announcers_in_the_United_Kingdom#0.csv,0,4,0.001,1
Continuity_announcers_in_the_United_Kingdom#0.csv,0,5,0.001,1
Canadian_Tire_Motorsport_Park#2.csv,2,1,0.001,1
Canadian_Tire_Motorsport_Park#2.csv,2,2,0.001,1
Canadian_Tire_Motorsport_Park#2.csv,2,3,0.001,1
Canadian_Tire_Motorsport_Park#2.csv,2,4,0.001,1
Canadian_Tire_Motorsport_Park#2.csv,2,5,0.001,1
Utah_Utes_football_under_Ray_Nagel#1958_season#2.csv,0,1,0.001,1
Utah_Utes_football_under_Ray_Nagel#1958_season#2.csv,0,2,0.001,1
Utah_Utes_football_under_Ray_Nagel#1958_season#2.csv,0,3,0.001,1
Utah_Utes_football_under_Ray_Nagel#1958_season#2.csv,0,4,0.001,1
Utah_Utes_football_under_Ray_Nagel#1958_season#2.csv,0,5,0.001,1
Dave_Grohl#Personal_life#0.csv,1,1,0.007,1
Dave_Grohl#Personal_life#0.csv,1,2,0.013000000000000005,1
Dave_Grohl#Personal_life#0.csv,1,3,0.1580000000000001,1
Dave_Grohl#Personal_life#0.csv,1,4,0.3800000000000003,1
Dave_Grohl#Personal_life#0.csv,1,5,0.5100000000000003,1
Illya_Marchenko#2.csv,0,1,0.001,1
Illya_Marchenko#2.csv,0,2,0.001,1
Illya_Marchenko#2.csv,0,3,0.008,1
Illya_Marchenko#2.csv,0,4,0.1560000000000001,1
Illya_Marchenko#2.csv,0,5,0.2660000000000002,1
Confederate_States_of_America#3.csv,1,1,0.001,1
Confederate_States_of_America#3.csv,1,2,0.001,1
Confederate_States_of_America#3.csv,1,3,0.010000000000000002,1
Confederate_States_of_America#3.csv,1,4,0.16700000000000012,1
Confederate_States_of_America#3.csv,1,5,0.2810000000000002,1
Copa_Aldao#2.csv,0,1,0.001,3
Copa_Aldao#2.csv,0,2,0.001,3
Copa_Aldao#2.csv,0,3,0.016000000000000007,1
Copa_Aldao#2.csv,0,4,0.21600000000000016,2
Copa_Aldao#2.csv,0,5,0.35300000000000026,2
2014%E2%80%9315_Divisi%C3%B3n_de_Honor_Femenina_de_Balonmano#0.csv,0,1,0.001,1
2014%E2%80%9315_Divisi%C3%B3n_de_Honor_Femenina_de_Balonmano#0.csv,0,2,0.001,1
2014%E2%80%9315_Divisi%C3%B3n_de_Honor_Femenina_de_Balonmano#0.csv,0,3,0.011000000000000003,1
2014%E2%80%9315_Divisi%C3%B3n_de_Honor_Femenina_de_Balonmano#0.csv,0,4,0.1220000000000001,1
2014%E2%80%9315_Divisi%C3%B3n_de_Honor_Femenina_de_Balonmano#0.csv,0,5,0.21000000000000016,1
1979_Australian_Grand_Prix#1.csv,2,1,0.008,1
1979_Australian_Grand_Prix#1.csv,2,2,0.015000000000000006,1
1979_Australian_Grand_Prix#1.csv,2,3,0.20100000000000015,1
1979_Australian_Grand_Prix#1.csv,2,4,0.36200000000000027,1
1979_Australian_Grand_Prix#1.csv,2,5,0.46900000000000036,1
2005%E2%80%9306_Miami_Heat_season#8.csv,0,1,0.001,1
2005%E2%80%9306_Miami_Heat_season#8.csv,0,2,0.001,1
2005%E2%80%9306_Miami_Heat_season#8.csv,0,3,0.001,1
2005%E2%80%9306_Miami_Heat_season#8.csv,0,4,0.024000000000000014,1
2005%E2%80%9306_Miami_Heat_season#8.csv,0,5,0.04500000000000003,1
Carmen_Sandiego_Math_Detective#0.csv,0,1,0.25300000000000017,5
Carmen_Sandiego_Math_Detective#0.csv,0,2,0.4020000000000003,5
Carmen_Sandiego_Math_Detective#0.csv,0,3,0.9680000000000007,6
Carmen_Sandiego_Math_Detective#0.csv,0,4,0.9850000000000008,6
Carmen_Sandiego_Math_Detective#0.csv,0,5,0.9900000000000008,6
Opportunistic_infection#0.csv,0,1,None,999
Opportunistic_infection#0.csv,0,2,None,999
Opportunistic_infection#0.csv,0,3,None,999
Opportunistic_infection#0.csv,0,4,None,999
Opportunistic_infection#0.csv,0,5,None,999
2014_Sudan_Premier_League#0.csv,0,1,0.001,1
2014_Sudan_Premier_League#0.csv,0,2,0.001,1
2014_Sudan_Premier_League#0.csv,0,3,0.001,1
2014_Sudan_Premier_League#0.csv,0,4,0.001,1
2014_Sudan_Premier_League#0.csv,0,5,0.001,1
Kirchlengern_station#0.csv,1,1,0.001,1
Kirchlengern_station#0.csv,1,2,0.001,1
